kind,address,name,file,line,votes,detail
self,007e7963,FUN_007e7963,,,,e_FeatureLine_Distance_Cull_Init|e_FeatureLine_Model_LOD_Init|e_FeatureLine_MultiSample_Init|e_FeatureLine_Particle_Quality_Init|e_FeatureLine_Shader_Init|e_FeatureLine_Shadow_Init|e_FeatureLine_Texture_LOD_Init|e_FeatureLine_Wardrobe_Limit_Init|e_FeatureLines_InitializeLines
self,007c1961,FUN_007c1961,,,,dx9_ResetSamplerStates|e_ResetClipAndFog
self,00779155,FUN_00779155,,,,dx9_CheckDeviceLost|dx9_ResetDevice
self,0078b45c,dxC_DrawQuad,,,,dxC_TargetSetCurrentDirty
self,007b4350,FUN_007b4350,,,,dx9_ParticleSystemsRestoreVBuffer
self,007b3b50,dx9_RenderDrawList,,,,dxC_ResetClipPlanes|dxC_ResetFullViewport|dxC_ResetViewport
self,007a6856,FUN_007a6856,,,,dxC_MeshListsClear
self,00500b7d,FUN_00500b7d,,,,e_PrepareUIModelRenders
self,00778e47,FUN_00778e47,,,,dxC_DestroyDeviceObjects|e_DestroyStorage
self,007b194f,e_UITextureRender,,,,sUISetSamplerStates
self,007e7646,FUN_007e7646,,,,e_OptionState_RegisterEventHandlers
self,0077a14d,FUN_0077a14d,,,,dxC_MovieRender|dxC_ResetFullViewport|e_PrimitiveInfoClear|e_UIX_Render|sBeginRender|sEndRender
self,0077ce4d,FUN_0077ce4d,,,,dxC_QuadVBsDestroy|dxC_ReleaseStatQueries|e_EnvironmentReleaseAll
self,0077da4b,FUN_0077da4b,,,,e_ModelBudgetUpdate|e_TextureBudgetUpdate
self,007d2240,FUN_007d2240,,,,dxC_CommitClipPlanes
self,0077ba49,e_DeviceInit,,,,dx9_DetectNonD3DCapabilities|dxC_InitializeDeviceObjects
self,005bcf65,FUN_005bcf65,,,,e_AutomapsMarkDirty
self,0046c379,FUN_0046c379,,,,e_ViewersResetAllLists
self,00779e34,e_Render,,,,dx9_DumpDrawListBuffer|e_UpdateFade|sPresent|sRenderEndCommon|sRenderFrame
self,0077f532,FUN_0077f532,,,,e_GatherPlatformCaps|e_OptionState_InitCaps
self,0077c832,FUN_0077c832,,,,dx9_DefaultStatesInit|dx9_RestoreD3DResources|dx9_VertexDeclarationsRestore|dxC_RestoreStatQueries|e_GatherCaps|e_ModelBudgetUpdate|e_RestoreDefaultTextures|e_TextureBudgetUpdate|e_UpdateGamma
self,0049f00c,FUN_0049f00c,,,,e_ParticlesDrawInit
self,007f1b39,FUN_007f1b39,,,,CreateVisibility
self,007e9e38,FUN_007e9e38,,,,dxC_ViewParametersStackPop
self,007b2032,FUN_007b2032,,,,sUISetSamplerStates
self,0077c33e,FUN_0077c33e,,,,dxC_MeshListsInit|dxC_MoviesInit|dxC_TargetBuffersInit|e_ModelsInit|e_PrimitiveInit|e_RegionsInit|e_ViewersInit
self,007ebe33,sObscuranceRenderDone,,,,dx9_RestoreD3DStates|dxC_EndScene|sObscuranceQueriesFree
self,007a642a,FUN_007a642a,,,,dxC_RenderCommandInit
self,007d2b2f,dxC_ResetClipPlanes,,,,dxC_CommitClipPlanes
self,00438810,FUN_00438810,,,,e_ModelsUpdate
self,007a5b2e,FUN_007a5b2e,,,,dx9_EffectsCleanup
self,0043d117,FUN_0043d117,,,,e_ModelsDestroy|e_ModelsInit
self,007dfb28,FUN_007dfb28,,,,Alloc|Release
self,007dae18,FUN_007dae18,,,,dx9_NotifyEffectsDeviceReset|dx9_ParticleSystemsRestoreUnmanaged|dxC_DPVS_InitQueryBuffers|dxC_MoviesDeviceReset|dxC_QuadVBsCreate|dxC_RestoreRenderTargets|dxC_RestoreStatQueries|e_UIRestore
self,0077a311,FUN_0077a311,,,,dx9_RenderDebugBoxes|dx9_RenderToParticleLightingMap|dx9_RenderToShadowMaps|dxC_MeshListsClear|dxC_RenderCommandClearLists|dxC_ResetFullViewport|dxC_ResetViewport|e_UIX_Render|e_UpdateDebugPrimitives|sBeginRender|sEndRender
self,007e7110,FUN_007e7110,,,,dxC_Device_RegisterEventHandler|dxC_Effect_RegisterEventHandler|dxC_Settings_RegisterEventHandler|dxC_Shadow_RegisterEventHandler|dxC_TextureLOD_RegisterEventHandler
self,007d9a13,FUN_007d9a13,,,,dxC_RestoreHDRMode
self,007eb911,sObscuranceRenderInit,,,,dxC_BeginScene|sObscuranceQueriesInit
self,007a6509,FUN_007a6509,,,,dxC_RenderCommandDestroy
self,00437c37,FUN_00437c37,,,,e_CommenceInit|e_ConcludeInit
self,007c200a,FUN_007c200a,,,,dx9_ResetSamplerStates|e_ResetClipAndFog
self,00782701,FUN_00782701,,,,dx9_EffectCreateDebugShaders
self,004e6131,FUN_004e6131,,,,e_TextureBudgetUpdate
self,007b41ff,FUN_007b41ff,,,,dx9_ParticleSystemsReleaseVBuffer
self,007818ff,FUN_007818ff,,,,dx9_EffectsCloseActive
self,007d60f6,FUN_007d60f6,,,,dxC_CellDebugRenderAll|dxC_PortalDebugRenderAll|e_AdInstanceDebugRenderAll
self,005006c0,FUN_005006c0,,,,e_UIFree
self,0077ace4,FUN_0077ace4,,,,dx9_RenderToParticleLightingMap|dx9_RenderToShadowMaps|dxC_ResetViewport|e_ResetClipAndFog|sClearToBackgroundColor
self,007d7fe7,FUN_007d7fe7,,,,e_ShadowsCreate
self,007adfe1,FUN_007adfe1,,,,e_RegionsReset
self,0078b1e4,e_SettingsCommitActionFlags,,,,dx9_DefaultStatesInit|dx9_ResetDevice
self,007dafe1,FUN_007dafe1,,,,dx9_ReleaseUnmanagedResources|dx9_RestoreUnmanagedResources|dxC_ResetViewport|e_AutomapsMarkDirty|e_UpdateGamma
self,0078b4d8,dxC_DrawPrimitive,,,,dxC_DebugValidateDevice|dxC_TargetSetCurrentDirty|dxC_UpdateDebugRenderStates
self,00511df2,FUN_00511df2,,,,DemoLevelGeneratePath
self,004383e6,FUN_004383e6,,,,e_PostRender|e_Update|sBeginRender|sEndRender
self,0077d9dd,FUN_0077d9dd,,,,e_ModelBudgetUpdate|e_TextureBudgetUpdate
self,0049f0e2,FUN_0049f0e2,,,,e_ParticleSystemsReleaseDefinitionResources|e_ParticleSystemsReleaseGlobalResources
self,0078b5d5,dxC_DrawIndexedPrimitive,,,,dxC_DebugValidateDevice|dxC_SetPrefetchIndices|dxC_TargetSetCurrentDirty|dxC_UpdateDebugRenderStates
self,0077e4da,FUN_0077e4da,,,,dx9_DetectNonD3DCapabilities|e_DeviceRelease|e_GatherCaps|e_GatherGeneralCaps
self,007e45d1,FUN_007e45d1,,,,sSetupDirectionalShadow
self,007b23c9,FUN_007b23c9,,,,sUISetStates
self,007791c1,FUN_007791c1,,,,dxC_CPUTimerUpdate|dxC_GPUTimerUpdate|dxC_MovieUpdate|e_UpdateParticleLighting|e_UpdateShadowBuffers
self,007dabc1,FUN_007dabc1,,,,dx9_NotifyEffectsDeviceLost|dx9_ParticleSystemsReleaseUnmanaged|dx9_ReleaseAllOcclusionQueries|dxC_AutomapDeviceLost|dxC_DPVS_ReleaseQueryBuffers|dxC_MoviesDeviceLost|dxC_QuadVBsDestroy|dxC_ReleaseStatQueries|dxC_TargetBuffersRelease
self,0077cabf,FUN_0077cabf,,,,dxC_MeshListsDestroy|dxC_MoviesDestroy|dxC_TargetBuffersDestroy|dxC_TargetBuffersRelease|e_ModelsDestroy|e_PrimitiveDestroy|e_RegionsDestroy|e_TexturesRemoveAll|e_UIFree|e_ViewersDestroy
self,007d73b7,FUN_007d73b7,,,,dxC_TargetSetAllDirty
self,0077e6a7,FUN_0077e6a7,,,,e_DPVS_Init|e_InitDB_Init|e_InitPlatformGlobals|e_InitStarterCaps|e_InitializeRenderFlags|e_InitializeStorage|e_OptionState_Init|e_PlatformInit|e_ReaperInit|e_RegionsReset
self,007bbaaa,FUN_007bbaaa,,,,ReMap
self,007c50aa,FUN_007c50aa,,,,PrepareBuffers|dxC_ResetFullViewport
self,007793a1,FUN_007793a1,,,,e_PrimitiveInfoClear|e_ReaperUpdate
self,0043859f,FUN_0043859f,,,,e_Update
self,007dfda0,FUN_007dfda0,,,,Alloc|Release
self,007852a5,FUN_007852a5,,,,dx9_ResetDevice|e_Cleanup
self,004e2fae,FUN_004e2fae,,,,e_EnvironmentReleaseAll|e_OptimizeManagedResources|e_ReaperReset
self,007b2298,FUN_007b2298,,,,sUISetStates
self,007c349b,FUN_007c349b,,,,Finalize|UpdateBand
self,007b459c,FUN_007b459c,,,,dx9_ParticleSystemsReleaseVBuffer
self,00438cab,FUN_00438cab,,,,e_AnimatedModelDefinitionSystemClose|e_Destroy
self,00779b9d,FUN_00779b9d,,,,dxC_EndScene|dxC_GPUTimerEndFrame
self,004ef6a4,FUN_004ef6a4,,,,e_TextureBudgetUpdate
self,007b2397,FUN_007b2397,,,,sUIRender
self,00779d9b,e_RenderUIOnly,,,,e_UpdateFade|sPresent|sRenderEndCommon|sRenderFrameUIOnly
self,0077999b,FUN_0077999b,,,,dx9_ResetEffectCache|dx9_ResetSamplerStates|dx9_RestoreD3DStates|dxC_BeginScene|dxC_GPUTimerBeginFrame|dxC_ResetFullViewport|dxC_ResetViewport
self,004e5ea2,FUN_004e5ea2,,,,e_TextureBudgetUpdate
self,00782d96,dx9_EffectSetScrollingTextureParams,,,,dx9_ResetSamplerStates
self,007e1e8f,FUN_007e1e8f,,,,dxC_ObscuranceDeviceLost|sObscuranceQueriesFree
self,0077c686,FUN_0077c686,,,,dx9_EffectCreateNonMaterialEffects|dx9_PrimitiveDrawRestore|dx9_ScreenDrawRestore|dxC_QuadVBsCreate|dxC_RestoreRenderTargets|e_ParticleSystemsRestore
self,007f1e8d,FUN_007f1e8d,,,,DeviceReset
self,007c3a8e,FUN_007c3a8e,,,,dxC_ResetFullViewport
self,0077cf89,e_Cleanup,,,,e_ModelDefinitionsCleanup|e_ModelDumpList|e_ParticleSystemsReleaseDefinitionResources|e_TextureDumpList|e_TexturesCleanup
